id_transaction,code_postal,arrondissement,date_transaction,prix,surface_habitable,prix_m2,cluster,anomalie,residu,latitude,longitude
12261524,75015,15,2014-02-20,1483950.0,27,54961.11111111111,0,Surcote,1275698.2466335164,48.8389970992043,2.30077412399417
12273155,75017,17,2014-02-20,82390.0,89,925.7303370786517,1,Sous-cote,-782215.5848105298,48.8907838510134,2.32097681118071
12269981,75005,5,2014-02-20,1650000.0,80,20625.0,1,Surcote,896488.4156683434,48.8483206485666,2.35126537311471
12273076,75015,15,2014-02-20,1714489.0,103,16645.52427184466,1,Surcote,726392.5167771038,48.8350227053076,2.297663088102
12247524,75015,15,2014-02-21,5000.0,130,38.46153846153846,3,Sous-cote,-1202891.9993855855,48.8427202426444,2.29905927183816
12266638,75009,9,2014-02-21,68000.0,168,404.76190476190476,3,Sous-cote,-1535763.9957240145,48.8835968019788,2.33053605667227
12260583,75016,16,2014-02-24,66987.21,85,788.0848235294119,3,Sous-cote,-826904.9974601637,48.8439161713148,2.25789019540576
12270984,75008,8,2014-02-25,2400000.0,105,22857.14285714286,2,Surcote,1259256.7210547263,48.8688494306965,2.30157936760601
12246258,75001,1,2014-02-25,178000.0,67,2656.716417910448,1,Sous-cote,-488095.07487365743,48.8657179576079,2.33178887991356
12273437,75018,18,2014-02-25,36500.0,86,424.4186046511628,1,Sous-cote,-727275.9784992766,48.8898461498813,2.33424552833336
12255930,75003,3,2014-02-27,1662500.0,106,15683.962264150943,1,Surcote,663897.1263500266,48.8621418491427,2.35534073262592
12265381,75012,12,2014-02-27,1331130.0,81,16433.703703703704,1,Surcote,580862.9179710851,48.8446851449084,2.3981710771531
12253229,75007,7,2014-02-27,2517000.0,44,57204.545454545456,2,Surcote,1958952.2385684452,48.856828601055,2.30312827296673
12262637,75005,5,2014-02-28,1300000.0,70,18571.428571428572,1,Surcote,642298.7202196878,48.8387388078687,2.35148639700335
12275226,75017,17,2014-02-28,240000.0,123,1951.219512195122,3,Sous-cote,-911468.31415916,48.8770881719983,2.28736655110814
12247092,75006,6,2014-03-03,80000.0,160,500.0,3,Sous-cote,-1536012.8333929488,48.8425140480185,2.33404471933537
12279689,75008,8,2014-03-03,500000.0,203,2463.054187192118,3,Sous-cote,-1611047.0878634537,48.8766916534405,2.32098115049317
12267204,75016,16,2014-03-03,20000.0,180,111.11111111111111,3,Sous-cote,-1804413.691649125,48.8706014102154,2.29731336514135
12252327,75007,7,2014-03-06,2630000.0,108,24351.85185185185,3,Surcote,1407079.8741736459,48.8542068117249,2.32360459712331
12269052,75008,8,2014-03-06,20000.0,154,129.87012987012986,3,Sous-cote,-1621576.5955618666,48.880416055082,2.31250271670743
12263339,75017,17,2014-03-07,180000.0,110,1636.3636363636363,1,Sous-cote,-885807.2243683529,48.8866745477209,2.30759537862469
12267970,75009,9,2014-03-07,9200.0,54,170.37037037037038,1,Sous-cote,-520895.2390134393,48.8805944524999,2.33239508655484
12276784,75002,2,2014-03-10,100000.0,78,1282.051282051282,1,Sous-cote,-616501.5701873896,48.8667261555026,2.34867785502242
12272583,75013,13,2014-03-11,194000.0,80,2425.0,1,Sous-cote,-495301.99816358974,48.8289935005737,2.37585588154307
12265753,75016,16,2014-03-12,5000.0,111,45.04504504504504,3,Sous-cote,-1158322.5902448492,48.8569723114182,2.26898741124663
12245334,75007,7,2014-03-14,2137500.0,81,26388.88888888889,2,Surcote,1143659.74792371,48.859461640369,2.30031786637476
12245860,75015,15,2014-03-14,10000.0,92,108.69565217391305,1,Sous-cote,-832057.9663140369,48.8477217012975,2.31007220182683
12264283,75007,7,2014-03-17,2500000.0,118,21186.4406779661,3,Surcote,1181269.5696223015,48.8587077817139,2.33003699285838
12276462,75004,4,2014-03-17,1350000.0,35,38571.42857142857,0,Surcote,1003571.3317934414,48.85825060481,2.35657126110272
12276144,75020,20,2014-03-18,130000.0,100,1300.0,1,Sous-cote,-741521.8937020916,48.8577430491061,2.39990824974527
12274524,75015,15,2014-03-19,1080000.0,38,28421.052631578947,0,Surcote,746033.3206758474,48.837468206796,2.29537076068293
12262502,75019,19,2014-03-20,99252.0,128,775.40625,1,Sous-cote,-1076046.2155892788,48.8751211013822,2.37819346609268
12277879,75019,19,2014-03-20,5000.0,95,52.63157894736842,1,Sous-cote,-813477.0286674621,48.8773521756193,2.3912189251869
12248887,75020,20,2014-03-21,361372.0,115,3142.365217391304,1,Sous-cote,-674188.9414802985,48.8710240730318,2.39217500116157
12267548,75005,5,2014-03-21,1500000.0,95,15789.473684210527,1,Surcote,562125.776938946,48.8534261970327,2.3449195004954
12278689,75016,16,2014-03-24,12000.0,80,150.0,3,Sous-cote,-833987.0551844914,48.8595445388007,2.28017745804617
12280065,75016,16,2014-03-24,5000.0,165,30.303030303030305,3,Sous-cote,-1675698.2348221084,48.8742203518785,2.28999251662027
12258233,75020,20,2014-03-27,4500.0,105,42.857142857142854,1,Sous-cote,-975897.8188313348,48.8514848391101,2.40026082270835
12269777,75014,14,2014-03-27,1595000.0,100,15950.0,1,Surcote,650421.3323702747,48.8235645995263,2.33326961477871
12256970,75015,15,2014-03-27,1428428.42,85,16805.040235294116,1,Surcote,653437.6668719042,48.8350227053076,2.297663088102
12253804,75006,6,2014-03-28,70000.0,102,686.2745098039215,3,Sous-cote,-1010636.6579463421,48.8498757917165,2.33155674990036
12259732,75018,18,2014-03-31,186550.0,84,2220.8333333333335,1,Sous-cote,-578387.508540198,48.8948981553045,2.35040541653809
12250499,75017,17,2014-03-31,4000.0,190,21.05263157894737,1,Sous-cote,-1746995.296974346,48.8758106795589,2.29146080608169
12272855,75004,4,2014-04-01,105000.0,100,1050.0,1,Sous-cote,-895558.4721053019,48.8521016725948,2.36162604247809
12272188,75009,9,2014-04-02,34200.0,181,188.95027624309392,3,Sous-cote,-1714440.9825919522,48.87912890093,2.34667205001956
12272864,75006,6,2014-04-03,30000.0,130,230.76923076923077,3,Sous-cote,-1318905.5106901065,48.8489752614295,2.32904014422167
12275890,75007,7,2014-04-03,160000.0,140,1142.857142857143,3,Sous-cote,-1389836.6913418462,48.8545751929627,2.32388958056098
12273846,75015,15,2014-04-04,1700000.0,66,25757.575757575756,1,Surcote,1066401.6436170777,48.8338200716501,2.30773934563341
12275957,75009,9,2014-04-04,5000.0,56,89.28571428571429,1,Sous-cote,-544257.2999237082,48.8782180680293,2.34135767521091
12275912,75014,14,2014-04-08,1615000.0,100,16150.0,1,Surcote,670421.3323702747,48.8236413287664,2.3348706194939
12259506,75016,16,2014-04-08,35000.0,65,538.4615384615385,2,Sous-cote,-676555.9559448503,48.8634014011814,2.27883378201617
12262741,75014,14,2014-04-09,110000.0,100,1100.0,1,Sous-cote,-814255.076678535,48.8324475429698,2.33039091275698
12251934,75010,10,2014-04-09,216050.0,106,2038.2075471698113,1,Sous-cote,-757830.8643132024,48.8685341542238,2.36179141615923
12278123,75003,3,2014-04-09,170000.0,113,1504.424778761062,1,Sous-cote,-915993.6777871046,48.867886999803,2.35698331252911
12280519,75015,15,2014-04-10,1090000.0,69,15797.101449275362,1,Surcote,488629.32510524546,48.8513243170467,2.29909266537856
12250184,75001,1,2014-04-10,2526750.0,104,24295.673076923078,3,Surcote,1545049.1044123094,48.8567737309954,2.34286845973552
12256479,75005,5,2014-04-10,1300000.0,70,18571.428571428572,1,Surcote,642298.7202196878,48.8483206485666,2.35126537311471
12275992,75020,20,2014-04-10,50000.0,100,500.0,1,Sous-cote,-862169.0756044723,48.8710965790246,2.40342925365357
12264511,75001,1,2014-04-11,2784750.0,104,26776.44230769231,3,Surcote,1803049.1044123094,48.8567737309954,2.34286845973552
12248285,75007,7,2014-04-11,10000.0,39,256.4102564102564,2,Sous-cote,-540789.7910582633,48.8522072961736,2.32814995088926
12264994,75001,1,2014-04-14,950000.0,44,21590.909090909092,0,Surcote,515307.8589582494,48.8566594087018,2.34168863203723
12278283,75006,6,2014-04-15,1280000.0,43,29767.441860465115,2,Surcote,796006.9632215947,48.8536169521956,2.33781068922888
12279638,75002,2,2014-04-17,2075891.76,40,51897.294,1,Surcote,1703145.7561565284,48.8685070259452,2.33963895692687
12261313,75018,18,2014-04-23,385000.0,140,2750.0,1,Sous-cote,-896151.6230765358,48.8869059406029,2.34926311612626
12274864,75015,15,2014-04-24,1770069.9,94,18830.530851063828,1,Surcote,929173.4637268847,48.8419854025659,2.28347189246891
12268835,75012,12,2014-04-25,705600.0,23,30678.260869565216,0,Surcote,562719.0996350779,48.8472961358679,2.38940411393545
12277721,75003,3,2014-04-25,325000.0,113,2876.1061946902655,1,Sous-cote,-760993.6777871046,48.867886999803,2.35698331252911
12258142,75005,5,2014-04-28,1350000.0,79,17088.607594936708,1,Surcote,606069.4461234778,48.8505970095266,2.35163891485945
12264887,75003,3,2014-04-29,342000.0,113,3026.548672566372,1,Sous-cote,-743993.6777871046,48.867886999803,2.35698331252911
12250763,75016,16,2014-04-29,1300000.0,30,43333.333333333336,2,Surcote,944103.700936045,48.8671649494396,2.27747245110253
12279642,75009,9,2014-04-29,5000.0,99,50.505050505050505,1,Sous-cote,-956241.6094944887,48.8762874908318,2.34148514887445
12273095,75013,13,2014-04-30,150000.0,94,1595.7446808510638,1,Sous-cote,-693760.015486662,48.8232853630074,2.36293568821179
12279981,75017,17,2014-04-30,50000.0,115,434.7826086956522,3,Sous-cote,-1024820.0705180843,48.8791378520538,2.28710533955491
12257130,75017,17,2014-04-30,316500.0,163,1941.717791411043,3,Sous-cote,-1218209.5323645375,48.8818530423801,2.30862134058379
12265044,75008,8,2014-04-30,117000.0,123,951.219512195122,3,Sous-cote,-1186917.4695503186,48.8767964001843,2.31668761580093
12249232,75003,3,2014-05-02,155000.0,75,2066.6666666666665,1,Sous-cote,-587238.1114431864,48.8683334866256,2.35812724017396
12269978,75006,6,2014-05-05,13585.0,166,81.83734939759036,3,Sous-cote,-1720884.7889773264,48.840168396227,2.33600482821581
12269893,75006,6,2014-05-05,10673.0,160,66.70625,3,Sous-cote,-1666310.6062465198,48.840168396227,2.33600482821581
12253231,75006,6,2014-05-05,9854.0,164,60.08536585365854,3,Sous-cote,-1705453.7280670577,48.840168396227,2.33600482821581
12265122,75018,18,2014-05-06,328000.0,140,2342.8571428571427,1,Sous-cote,-953151.6230765358,48.8869059406029,2.34926311612626
12245479,75014,14,2014-05-06,1685000.0,88,19147.727272727272,1,Surcote,875717.2887830785,48.8333183041967,2.33823425549629
12273952,75007,7,2014-05-12,2865000.0,99,28939.39393939394,2,Surcote,1739348.381633671,48.8582774437376,2.33204028320534
12253203,75011,11,2014-05-12,132000.0,170,776.4705882352941,1,Sous-cote,-1421009.073644571,48.8694006504977,2.37632791954587
12267286,75007,7,2014-05-13,12150.0,210,57.857142857142854,3,Sous-cote,-2228682.4141524467,48.8533317911257,2.31372196848509
12271607,75016,16,2014-05-14,41161.36,116,354.8393103448276,2,Sous-cote,-1098056.3763031352,48.8664023280344,2.2818091748758
12273938,75002,2,2014-05-14,1370000.0,80,17125.0,1,Surcote,634336.3689023415,48.866823649246,2.34190320977647
12262225,75009,9,2014-05-15,15000.0,92,163.04347826086956,1,Sous-cote,-879174.3963085478,48.8751338891495,2.34364762101236
12247396,75017,17,2014-05-19,30000.0,112,267.85714285714283,1,Sous-cote,-1054969.285278622,48.8828652628053,2.30683342108792
12261233,75016,16,2014-05-19,10000.0,120,83.33333333333333,3,Sous-cote,-1239551.8643410592,48.8696420319016,2.27605786294038
12271786,75017,17,2014-05-19,40000.0,166,240.96385542168676,3,Sous-cote,-1564099.8056323212,48.8890816099207,2.30460835206595
12268881,75016,16,2014-05-20,100000.0,109,917.4311926605504,3,Sous-cote,-1023836.9383833902,48.8394569139036,2.25816182174339
12253697,75005,5,2014-05-20,53672.15,150,357.81433333333337,3,Sous-cote,-1351942.8510163166,48.8420045076236,2.353111605453
12277089,75017,17,2014-05-22,45000.0,152,296.05263157894734,3,Sous-cote,-1404641.788309249,48.8830997318261,2.28695805511532
12248611,75010,10,2014-05-22,14000.0,100,140.0,1,Sous-cote,-902394.6815823955,48.8742888316071,2.35826576703709
12273478,75014,14,2014-05-23,81000.0,93,870.9677419354839,1,Sous-cote,-796511.454443784,48.8324475429698,2.33039091275698
12274378,75018,18,2014-05-26,160000.0,90,1777.7777777777778,1,Sous-cote,-642100.1003198144,48.8907391968075,2.32840862004178
12271717,75009,9,2014-05-27,1900000.0,65,29230.76923076923,1,Surcote,1244189.8350288917,48.8794264090725,2.32768764287014
12249245,75019,19,2014-05-27,40500.0,90,450.0,1,Sous-cote,-750395.4673429804,48.8761954414834,2.38167356690483
12277462,75018,18,2014-05-28,133000.0,89,1494.3820224719102,1,Sous-cote,-659519.0698646798,48.8921539058666,2.35917944479637
12278150,75007,7,2014-05-28,4000.0,78,51.282051282051285,2,Sous-cote,-961097.1607108866,48.8567066447578,2.3315403923241
12277515,75016,16,2014-05-28,90000.0,151,596.0264900662252,3,Sous-cote,-1456563.8084502267,48.872277200075,2.28767836538809
12255907,75002,2,2014-06-02,2123082.0,26,81657.0,0,Surcote,1875186.0649410351,48.8679457400961,2.34849450613246
12275922,75015,15,2014-06-03,1645000.0,87,18908.045977011494,1,Surcote,830523.5950104452,48.8334912018264,2.29846593615452
12275345,75018,18,2014-06-03,140000.0,93,1505.3763440860216,1,Sous-cote,-690843.1916852177,48.8972388499396,2.34387911409958
12266079,75018,18,2014-06-04,160000.0,76,2105.2631578947367,1,Sous-cote,-507965.6739479322,48.9005039649645,2.35251888388485
12261194,75018,18,2014-06-04,66000.0,85,776.4705882352941,1,Sous-cote,-688194.9480441422,48.8901436518364,2.35398333389366
12260160,75017,17,2014-06-04,61000.0,90,677.7777777777778,1,Sous-cote,-813186.6152656646,48.8803440936127,2.29073760756761
12270010,75012,12,2014-06-05,160000.0,78,2051.2820512820513,1,Sous-cote,-541200.3997123211,48.8459019469091,2.39949483622403
12264334,75017,17,2014-06-06,15500.0,135,114.81481481481481,3,Sous-cote,-1250940.6796207735,48.8819304501868,2.30810471515019
12246035,75004,4,2014-06-10,1219250.0,77,15834.415584415585,1,Surcote,500026.00121636083,48.8573393647368,2.35859636149894
12258739,75007,7,2014-06-10,152000.0,144,1055.5555555555557,3,Sous-cote,-1456484.4041135744,48.8582477521698,2.3094639120709
12258000,75018,18,2014-06-10,2435250.0,141,17271.27659574468,1,Surcote,1124193.755517139,48.8885699989411,2.33616575821265
12273405,75016,16,2014-06-11,78500.0,111,707.2072072072073,2,Sous-cote,-1053459.7659298438,48.8667640103409,2.29902836495399
12254648,75016,16,2014-06-13,10000.0,121,82.64462809917356,3,Sous-cote,-1249132.8947961936,48.8696420319016,2.27605786294038
12262806,75001,1,2014-06-13,1350000.0,70,19285.714285714286,1,Surcote,634838.242809749,48.864254775104,2.33173051769277
12245135,75015,15,2014-06-18,5000.0,59,84.7457627118644,1,Sous-cote,-541207.5522457908,48.8427410119485,2.31406363776653
12257502,75016,16,2014-06-19,6000.0,94,63.829787234042556,3,Sous-cote,-974121.4815563736,48.8475364055922,2.27187557968522
12256409,75008,8,2014-06-19,100000.0,166,602.4096385542168,3,Sous-cote,-1676872.55197467,48.8733752980504,2.32129317069859
12272165,75010,10,2014-06-20,37452.81,67,558.9971641791044,1,Sous-cote,-562767.8665629593,48.8743012101084,2.35674366902176
12270870,75017,17,2014-06-20,5000.0,68,73.52941176470588,1,Sous-cote,-658403.945252707,48.877802924307,2.28743023170752
12276156,75012,12,2014-06-25,22000.0,100,220.0,1,Sous-cote,-889983.0697252788,48.8408081247938,2.37565678973166
12259451,75015,15,2014-06-26,5000.0,130,38.46153846153846,1,Sous-cote,-1241784.3055115258,48.8370498187016,2.28646926755787
12267785,75011,11,2014-06-26,58500.0,72,812.5,1,Sous-cote,-555568.0890413967,48.8667208824279,2.37932256942218
12273160,75002,2,2014-06-26,12300.0,59,208.47457627118644,1,Sous-cote,-542485.5824910258,48.866496296374,2.3478590706806
12257733,75017,17,2014-06-27,165000.0,170,970.5882352941177,3,Sous-cote,-1436776.7455504783,48.8770446573222,2.29395270690154
12254715,75014,14,2014-06-27,1491140.0,90,16568.222222222223,1,Surcote,683018.818824,48.8294738841641,2.32676405592807
12260029,75014,14,2014-06-27,565000.0,179,3156.424581005587,1,Sous-cote,-1034862.1188293933,48.8241368683403,2.32808515065491
12247745,75015,15,2014-06-30,1483950.0,27,54961.11111111111,0,Surcote,1275698.2466335164,48.8389970992043,2.30077412399417
12262406,75020,20,2014-06-30,137700.0,83,1659.0361445783133,1,Sous-cote,-570944.3759648064,48.8613628978685,2.40354611728867
12273887,75020,20,2014-06-30,294400.0,142,2073.239436619718,1,Sous-cote,-1020172.3547201185,48.8549419985118,2.40066685414058
12268822,75010,10,2014-07-01,9000.0,105,85.71428571428571,1,Sous-cote,-955299.8338580676,48.8714233991305,2.3490558508505
12247847,75010,10,2014-07-01,249984.0,90,2777.6,1,Sous-cote,-550276.786079861,48.8700058338504,2.35543792656454
12272134,75011,11,2014-07-01,131000.0,103,1271.8446601941748,1,Sous-cote,-800403.6241017543,48.8624201071833,2.37709112313072
12270085,75008,8,2014-07-01,8000.0,120,66.66666666666667,3,Sous-cote,-1267174.378184915,48.8754900681109,2.30683301811864
12265120,75007,7,2014-07-02,2430350.0,126,19288.492063492064,3,Surcote,1034971.3259812258,48.8587333998208,2.32005811156514
12265089,75020,20,2014-07-03,410000.0,148,2770.2702702702704,1,Sous-cote,-860440.5826949738,48.8661525026283,2.3979414610642
12252969,75011,11,2014-07-03,1428000.0,70,20400.0,1,Surcote,833093.9718688722,48.8528607046386,2.39059775410868
12263250,75013,13,2014-07-04,80000.0,76,1052.6315789473683,1,Sous-cote,-591301.4672942422,48.8358469499161,2.34618545669431
12246626,75006,6,2014-07-07,250000.0,153,1633.986928104575,3,Sous-cote,-1237974.847353437,48.8516157994583,2.33755044907335
12277626,75005,5,2014-07-07,30000.0,119,252.10084033613447,3,Sous-cote,-1098926.6478583398,48.8501585188439,2.34358396934573
12266686,75012,12,2014-07-09,1269500.0,62,20475.8064516129,1,Surcote,741919.6785210201,48.8380455348438,2.38969214929674
12263840,75010,10,2014-07-09,290000.0,140,2071.4285714285716,1,Sous-cote,-1009635.8997877729,48.8698637156252,2.35318978840219
12268231,75020,20,2014-07-09,418000.0,139,3007.1942446043167,1,Sous-cote,-786534.8995499541,48.8538159771489,2.39984397504356
12250508,75018,18,2014-07-10,11500.0,112,102.67857142857143,1,Sous-cote,-981059.1793815815,48.8847286781,2.32780432199383
12260917,75020,20,2014-07-10,420000.0,139,3021.5827338129498,1,Sous-cote,-764211.3085987638,48.8752282464904,2.39194479615244
12254394,75007,7,2014-07-10,2428500.0,125,19428.0,3,Surcote,1042702.3564363602,48.8579116490006,2.32988572030132
12255737,75017,17,2014-07-10,274872.0,123,2234.731707317073,3,Sous-cote,-876596.31415916,48.8829793540378,2.29253141171331
12278378,75008,8,2014-07-11,1450000.0,25,58000.0,2,Surcote,1116386.3393678614,48.87424578545,2.31691121591148
12271595,75017,17,2014-07-15,274000.0,135,2029.6296296296296,3,Sous-cote,-1012764.2705719639,48.8862616837539,2.29316684697689
12276710,75016,16,2014-07-15,15000.0,50,300.0,2,Sous-cote,-512193.31721545313,48.8660494842324,2.27339241982029
12250716,75005,5,2014-07-15,1125000.0,61,18442.622950819674,1,Surcote,533204.4033647073,48.8510631472216,2.35078628649291
12248765,75016,16,2014-07-16,2250000.0,105,21428.571428571428,3,Surcote,1184810.774388338,48.8603944555263,2.26752652576318
12264514,75007,7,2014-07-16,20001.0,61,327.88524590163934,2,Sous-cote,-761895.052022411,48.859245451664,2.30639763368451
12268784,75007,7,2014-07-17,1360200.0,25,54408.0,2,Surcote,943544.6353136187,48.8504759192593,2.30926480079702
12270595,75011,11,2014-07-18,180000.0,78,2307.6923076923076,1,Sous-cote,-532201.4536745839,48.8662962407395,2.37059561942308
12248941,75007,7,2014-07-18,2100000.0,100,21000.0,3,Surcote,953728.1178147211,48.8586245985767,2.32111355630808
12273520,75020,20,2014-07-18,1300000.0,60,21666.666666666668,1,Surcote,811719.3245032856,48.8751754531369,2.39372492002992
12260153,75006,6,2014-07-18,2400000.0,120,20000.0,3,Surcote,1146904.7938612378,48.8565816718377,2.33518012095026
12280193,75017,17,2014-07-21,950000.0,21,45238.09523809524,0,Surcote,747943.7195024265,48.8787442211376,2.29781651488638
12277922,75015,15,2014-07-21,1300000.0,78,16666.666666666668,1,Surcote,551429.2781554647,48.8314051938057,2.30344002318735
12250782,75016,16,2014-07-22,2780000.0,133,20902.255639097744,3,Surcote,1426218.3306933837,48.870457093736,2.28615437384862
12267975,75010,10,2014-07-23,535000.0,180,2972.222222222222,1,Sous-cote,-1066582.754188389,48.8786065055109,2.35327136113994
12279144,75009,9,2014-07-23,6000.0,55,109.0909090909091,0,Sous-cote,-542960.6270559488,48.8798617673465,2.3272781564726
12274913,75014,14,2014-07-24,12800.0,158,81.0126582278481,1,Sous-cote,-1467154.8430763315,48.8344978278036,2.33021062072606
12279440,75013,13,2014-07-28,150000.0,81,1851.851851851852,1,Sous-cote,-548883.0286187241,48.8231184320206,2.36711856526587
12253051,75003,3,2014-07-28,100000.0,150,666.6666666666666,3,Sous-cote,-1301599.4985011378,48.8568960182554,2.36778136304321
12271170,75019,19,2014-07-29,230000.0,103,2233.009708737864,1,Sous-cote,-644801.6813573474,48.8784458516796,2.37649411185379
12251960,75006,6,2014-07-29,1700000.0,50,34000.0,2,Surcote,1128616.1590844635,48.8546414232866,2.33350677220233
12247758,75017,17,2014-07-29,150000.0,108,1388.888888888889,1,Sous-cote,-916968.7544092746,48.8796511475377,2.29728671241815
12279928,75019,19,2014-07-29,314000.0,99,3171.717171717172,1,Sous-cote,-603771.9233415709,48.8798028512142,2.37880036690908
12256858,75015,15,2014-07-30,1690500.0,93,18177.41935483871,1,Surcote,818537.4122796385,48.8460337630259,2.29810405084137
